FIRSTNAME | LASTNAME | TITLE | YEAR | TYPE | POSITION | GENDER
Erville | Alderson | When the Daltons Rode  | 1940 | M | 18 | M
Erville | Alderson | White Black Sheep, The  | 1926 | M | 4 | M
Erville | Alderson | White Rose, The  | 1923 | M | 9 | M
Erville | Alderson | Woman in Distress  | 1937 | M |  | M
Erville | Alderson | Woman Wanted  | 1935 | M | 12 | M
Erville | Alderson | You Can't Escape Forever  | 1942 | M |  | M
George (I) | Alderson | Dial M for Murder  | 1954 | M | 9 | M
George (II) | Alderson | Crack House  | 1989 | M | 46 | M
John (I) | Alderson | Against All Flags  | 1952 | M | 8 | M
John (I) | Alderson | Banjo Hackett: Roamin' Free  | 1976 | TV | 16 | M
John (I) | Alderson | Barbarians, The  | 1960 | M |  | M
John (I) | Alderson | Beiderbecke Tapes, The  | 1987 | TV | 10 | M
John (I) | Alderson | Blazing Saddles  | 1974 | M |  | M
John (I) | Alderson | Candleshoe  | 1977 | M | 8 | M
John (I) | Alderson | Casanova's Big Night  | 1954 | M |  | M
John (I) | Alderson | Cat from Outer Space, The  | 1978 | M | 17 | M
John (I) | Alderson | Desert Fox: The Story of Rommel, The  | 1951 | M |  | M
John (I) | Alderson | Desert Rats, The  | 1953 | M |  | M
John (I) | Alderson | Don't Go Near the Water  | 1957 | M | 16 | M
John (I) | Alderson | Double Trouble  | 1967 | M | 10 | M
John (I) | Alderson | Duchess and the Dirtwater Fox, The  | 1976 | M | 16 | M
John (I) | Alderson | Evil Under the Sun  | 1982 | M | 12 | M
John (I) | Alderson | Glitter Palace  | 2002 | TV |  | M
John (I) | Alderson | Hellfighters  | 1968 | M | 14 | M
John (I) | Alderson | Highwayman, The  | 1951 | M |  | M
John (I) | Alderson | Hook, The  | 1963 | M | 9 | M
John (I) | Alderson | I Deal In Danger  | 1966 | M | 13 | M
John (I) | Alderson | King Richard and the Crusaders  | 1954 | M |  | M
John (I) | Alderson | Klansman, The  | 1974 | M | 10 | M
John (I) | Alderson | Knock on Wood  | 1954 | M |  | M
John (I) | Alderson | Last Stagecoach West, The  | 1957 | M | 7 | M
John (I) | Alderson | Living It Up  | 1954 | M |  | M
John (I) | Alderson | Log of the Black Pearl, The  | 1975 | TV | 7 | M
John (I) | Alderson | Molly Maguires, The  | 1970 | M | 12 | M
John (I) | Alderson | Moonfleet  | 1955 | M | 18 | M
John (I) | Alderson | My Fair Lady  | 1964 | M |  | M
John (I) | Alderson | No Name on the Bullet  | 1959 | M | 13 | M
John (I) | Alderson | Olimpiadi dei mariti, Le  | 1960 | M | 15 | M
John (I) | Alderson | Play for Today: Kisses at Fifty  | 1973 | TV | 16 | M
John (I) | Alderson | Power and the Glory, The  | 1959 | TV |  | M
John (I) | Alderson | Ragtime  | 1981 | M | 56 | M
John (I) | Alderson | Reunion at Fairborough  | 1985 | TV | 13 | M
John (I) | Alderson | Riders of the Storm  | 1986 | M | 19 | M
John (I) | Alderson | Romanoff and Juliet  | 1961 | M | 12 | M
John (I) | Alderson | Scarlet Coat, The  | 1955 | M | 13 | M
John (I) | Alderson | Shoot-Out at Medicine Bend  | 1957 | M | 10 | M
John (I) | Alderson | Something of Value  | 1957 | M |  | M
John (I) | Alderson | South Sea Woman  | 1953 | M | 16 | M
John (I) | Alderson | Spina dorsale del diavolo, La  | 1971 | M | 13 | M
John (I) | Alderson | Spoilers of the Forest  | 1957 | M | 10 | M
John (I) | Alderson | Strange Bedfellows  | 1965 | M |  | M
John (I) | Alderson | Target Zero  | 1955 | M |  | M
John (I) | Alderson | To Catch a Thief  | 1955 | M |  | M
John (I) | Alderson | Top of the Heap  | 1972 | M | 6 | M
John (I) | Alderson | Valentino  | 1977 | M |  | M
John (I) | Alderson | Violent Saturday  | 1955 | M |  | M
John (I) | Alderson | War Lord, The  | 1965 | M | 11 | M
John (I) | Alderson | Wild Geese, The  | 1978 | M | 30 | M
John (I) | Alderson | Wolf Larsen  | 1958 | M | 5 | M
John (I) | Alderson | You Can't Win 'Em All  | 1970 | M |  | M
John (I) | Alderson | Young Guns II  | 1990 | M | 25 | M
John (I) | Alderson | Young Lions, The  | 1958 | M |  | M
John (I) | Alderson | "Boots and Saddles"  | 1957 | M | 5 | M
John (I) | Alderson | "Swamp Fox"  | 1959 | M |  | M
John (I) | Alderson | "Tropic"  | 1979 | M | 9 | M
John | Alderton | Assignment K  | 1968 | M | 12 | M
John | Alderton | Astonished Heart, The  | 1995 | TV |  | M
John | Alderton | Calendar Girls  | 2003 | M | 3 | M
John | Alderton | Cleopatra  | 1963 | M |  | M
John | Alderton | Clockwork Mice  | 1995 | M | 5 | M
John | Alderton | Dalziel and Pascoe: Secrets of the Dead  | 2001 | TV | 6 | M
John | Alderton | Duffy  | 1968 | M | 5 | M
John | Alderton | Family Album  | 1995 | TV |  | M
John | Alderton | Hannibal Brooks  | 1969 | M | 4 | M
John | Alderton | It Shouldn't Happen to a Vet  | 1975 | M | 1 | M
John | Alderton | Late Flowering Love  | 1980 | M |  | M
John | Alderton | Macbeth  | 1970 | TV |  | M
John | Alderton | Mr. H Is Late  | 1988 | TV |  | M
John | Alderton | Mrs Bradley Mysteries: Speedy Death, The  | 1998 | TV | 3 | M
John | Alderton | Mrs Caldicot's Cabbage War  | 2000 | M | 8 | M
John | Alderton | Operation Crossbow  | 1965 | M |  | M
John | Alderton | Please Sir!  | 1971 | M | 1 | M
John | Alderton | Rivals, The  | 1970 | TV |  | M
John | Alderton | Still Life  | 1988 | M |  | M
John | Alderton | System, The  | 1964 | M | 13 | M
John | Alderton | Trelawny of the Wells  | 1972 | TV | 1 | M
John | Alderton | Zardoz  | 1974 | M | 4 | M
John | Alderton | "Emergency-Ward 10"  | 1957 | M |  | M
John | Alderton | "Father's Day"  | 1983 | M | 1 | M
John | Alderton | "Fireman Sam"  | 1987 | voice | 1 | M
John | Alderton | "Forever Green"  | 1989 | M | 1 | M
John | Alderton | "He Knew He Was Right"  | 2004 | mini | 20 | M
John | Alderton | "Little Miss Trouble and Friends"  | 1983 | voice | 2 | M
John | Alderton | "My Wife Next Door"  | 1972 | M |  | M
John | Alderton | "No, Honestly"  | 1974 | M |  | M
John | Alderton | "Please Sir!"  | 1968 | M | 1 | M
John | Alderton | "Thomas and Sarah"  | 1979 | M | 1 | M
John | Alderton | "Upchat Line, The"  | 1977 | M | 1 | M
John | Alderton | "Upstairs, Downstairs"  | 1971 | M |  | M
John | Alderton | "Wodehouse Playhouse"  | 1975 | M | 1 | M
John | Alderton | "Wodehouse Playhouse"  | 1975 | M | 1 | M
John | Alderton | "Wodehouse Playhouse"  | 1975 | M | 1 | M
John | Alderton | "Wodehouse Playhouse"  | 1975 | M | 1 | M
Leon | Alderton | Beyond the Sea  | 2004 | M | 62 | M
Louis | Alderton | Tipping the Velvet  | 2002 | TV |  | M
Terry | Alderton | Blackball  | 2003 | M |  | M
Terry | Alderton | Oblivious  | 2001/II | M | 3 | M
Terry | Alderton | "London's Burning"  | 1988 | M |  | M
Terry | Alderton | "National Lottery, The"  | 1994 | M |  | M
Louis | Aldez | Garden of Allah, The  | 1936 | M |  | M
Louis | Aldez | Ramona  | 1936 | M |  | M
Louis | Aldez | Thin Ice  | 1937 | M |  | M
Anders | Aldgård | Vita hästen  | 2000 | TV |  | M
Claude | Aldier | "Bayard"  | 1964 | M |  | M
Francesco | Aldighieri | Leggenda del santo bevitore, La  | 1988 | M | 6 | M
Franco | Aldighieri | Lunga vita alla signora  | 1987 | M |  | M
Arnaud | Aldigé | Vernissage  | 2004 | M |  | M
Arnaud | Aldigé | Yeux fermés, Les  | 2000 | TV | 8 | M
Dr. Orhan | Aldikacti | Coup  | 1999 | M |  | M
Jimmy | Aldine | Godless Girl, The  | 1929 | M |  | M
Jimmy | Aldine | Leatherneck, The  | 1929 | a | 6 | M
Jimmy | Aldine | Office Scandal, The  | 1929 | M | 6 | M
Jimmy | Aldine | Sophomore, The  | 1929 | M |  | M
Jimmy | Aldine | Wreck of the Hesperus, The  | 1927 | a | 9 | M
Carlo | Aldini | Abenteurer G.m.b.H., Die  | 1929 | M | 1 | M
Carlo | Aldini | Carlos schönstes Abenteuer  | 1934 | M | 1 | M
Carlo | Aldini | Fuga di Socrate, La  | 1923 | M | 1 | M
Carlo | Aldini | Helena  | 1924 | M | 7 | M
Carlo | Aldini | Im Kampf mit der Unterwelt  | 1930 | M | 1 | M
Carlo | Aldini | Jagd auf Menschen  | 1926 | M | 1 | M
Carlo | Aldini | Mann ohne Kopf, Der  | 1927 | M | 1 | M
Carlo | Aldini | Perle di Cleopatra, Le  | 1920 | M |  | M
Carlo | Aldini | Tempo, Carlo, Tempo  | 1934 | M | 1 | M
Carlo | Aldini | Verschwundene Testamant, Das  | 1929 | M | 1 | M
Edmondo | Aldini | "Orlando Furioso"  | 1975 | mini |  | M
Giorgio | Aldini | Laure  | 1975 | M | 9 | M
Robert | Aldini | Morgen in Alabama  | 1984 | M |  | M
Robert | Aldini | Wounded Faces  | 1991 | M | 4 | M
Barry | Aldis | Blind Corner  | 1963 | M | 7 | M
Duke | Aldis | Trap That Failed, The  | 1915 | M | 1 | M
Fred | Aldis | Promissory Notes  | 1915 | M | 3 | M
Fred | Aldis | Sacrifice of Jonathan Gray, The  | 1915 | M | 5 | M
Richard | Aldis | Virgin  | 2003 | M | 25 | M
Brian | Aldiss | Drug-Taking and the Arts  | 1994 | M | 101 | M
Brian | Aldiss | On the Edge of 'Blade Runner'  | 2000 | TV |  | M
Brian | Aldiss | Stanley Kubrick: A Life in Pictures  | 2001 | M |  | M
Brian | Aldiss | War of the Worlds: Great Books, The  | 1994 | V | 3 | M
Ali | Aldiç | Süper adam Istanbul'da  | 1972 | M | 20 | M
 | Aldo (II) | Chiedimi se sono felice  | 2000 | M | 1 | M
 | Aldo (II) | Così è la vita  | 1998 | M | 4 | M
 | Aldo (II) | Leggenda di Al, John e Jack, La  | 2002 | a | 1 | M
 | Aldo (II) | Tre uomini e una gamba  | 1997 | M | 1 | M
 | Aldo (II) | Tu la conosci Claudia?  | 2004 | M | 1 | M
 | Aldo (II) | Tutti gli uomini del deficiente  | 1999 | a | 25 | M
 | Aldo (III) | Wounded, The  | 2003 | V |  | M
 | Aldo (IV) | Sakim sa pag-ibig  | 2001 | M | 12 | M
Jone | Aldo | Dança, Amor e Ventura  | 1927 | M |  | M
Bernd | Aldor | Alte Fritz - 1. Friede, Der  | 1928 | M |  | M
Bernd | Aldor | Alte Fritz - 2. Ausklang, Der  | 1928 | M | 34 | M
Bernd | Aldor | Ave Maria, Das  | 1913 | M |  | M
Bernd | Aldor | Bildnis des Dorian Gray, Das  | 1917 | M | 1 | M
Bernd | Aldor | Dreyfus  | 1930 | M | 23 | M
Bernd | Aldor | Es werde Licht! 1. Teil  | 1917 | M | 1 | M
Bernd | Aldor | Es werde Licht! 2. Teil  | 1918 | M | 1 | M
Bernd | Aldor | Halbseide  | 1925 | M | 1 | M
Bernd | Aldor | Indizienbeweis  | 1929 | M |  | M
Bernd | Aldor | Leutnant warst Du einst bei deinen Husaren  | 1930 | M |  | M
Bernd | Aldor | Madame Récamier  | 1920 | M | 2 | M
Bernd | Aldor | Mein Wille ist Gesetz  | 1919 | M |  | M
Bernd | Aldor | Weltspiegel  | 1923 | M |  | M
Bernd | Aldor | Zirkusblut  | 1916 | M | 1 | M
Bernd | Aldor | Zwei Menschen  | 1930 | M | 7 | M
Noka | Aldoroty | Exit  | 1993 | M |  | M
Noka | Aldoroty | Grill Cheese Bandits  | 1991 | M |  | M
Noka | Aldoroty | Late Pizza, The  | 1992 | M |  | M
Noka | Aldoroty | Proper Manners  | 1992 | M |  | M
Noka | Aldoroty | Rate the Date  | 1991 | M |  | M
Noka | Aldoroty | Smooth Criminal  | 1993 | M |  | M
Noka | Aldoroty | Something in Common  | 1993 | M |  | M
Noka | Aldoroty | That's All  | 1993 | M |  | M
Jan | Aldosson | Blinka lilla stjärna  | 1998 | M | 28 | M
David | Aldous | Boston Kickout  | 1995 | M | 10 | M
David | Aldous | Loved Up  | 1995 | TV | 16 | M
David | Aldous | "Close Relations"  | 1998 | mini |  | M
Frank | Aldous | Summer's Children  | 1979 | M | 7 | M
Glenn | Aldous | Route 4  | 1998 | M |  | M
Robert | Aldous | Man in the Mirror, The  | 1966 | TV |  | M
Joel | Aldred | Secret Door, The  | 1964 | M | 12 | M
Joel | Aldred | "Big Revue, The"  | 1952 | M |  | M
Mark | Aldred | Chek law dak gung  | 2002 | M |  | M
Michael | Aldred | "Ready, Steady, Go!"  | 1963 | M |  | M
Brad | Aldredge | Twisted Metal 4  | 1999 | VG | 1 | M
Thomas | Aldredge | Blue Hotel, The  | 1977 | TV | 6 | M
Tom | Aldredge | *batteries not included  | 1987 | M | 7 | M
Tom | Aldredge | 58th Annual Tony Awards  | 2004 | TV | 70 | M
Tom | Aldredge | Adventures of Huck Finn, The  | 1993 | M | 10 | M
Tom | Aldredge | American Astronaut, The  | 2001 | M | 7 | M
Tom | Aldredge | Barbarians at the Gate  | 1993 | TV | 10 | M
Tom | Aldredge | Boston Strangler, The  | 1968 | M |  | M
Tom | Aldredge | Brenda Starr  | 1989 | M | 15 | M
Tom | Aldredge | Camouflage  | 2001/I | M | 6 | M
Tom | Aldredge | Cold Mountain  | 2003 | M | 20 | M
Tom | Aldredge | Commandments  | 1997 | M | 19 | M
Tom | Aldredge | Countdown at Kusini  | 1976 | M | 4 | M
Tom | Aldredge | Doubletake  | 1985 | TV | 11 | M
Tom | Aldredge | Earthly Possessions  | 1999 | TV |  | M
Tom | Aldredge | Full Moon High  | 1981 | M | 13 | M
Tom | Aldredge | Game 6  | 2005 | M |  | M
Tom | Aldredge | Gentleman Bandit, The  | 1981 | TV | 6 | M
Tom | Aldredge | Happiness Cage, The  | 1972 | M |  | M
Tom | Aldredge | Harvest of Fire  | 1996 | TV | 4 | M
Tom | Aldredge | Heartbreak House  | 1986 | TV | 6 | M
Tom | Aldredge | In the Best of Families: Marriage, Pride & Madness  | 1994 | TV | 10 | M
Tom | Aldredge | Into the Woods  | 1991 | TV | 4 | M
Tom | Aldredge | Intolerable Cruelty  | 2003 | M | 11 | M
Tom | Aldredge | King Lear  | 1974 | TV |  | M
Tom | Aldredge | Lawn Dogs  | 1997 | M | 8 | M
Tom | Aldredge | Lincoln and the War Within  | 1992 | TV |  | M
Tom | Aldredge | Man That Corrupted Hadleyburg, The  | 1980 | TV | 2 | M
Tom | Aldredge | Matter of Conscience, A  | 1989 | TV | 3 | M
Tom | Aldredge | Message in a Bottle  | 1999 | M | 9 | M
Tom | Aldredge | Mouse on the Moon, The  | 1963 | M | 11 | M
Tom | Aldredge | Nurse  | 1980 | TV | 3 | M
Tom | Aldredge | O Pioneers!  | 1992 | TV | 3 | M
Tom | Aldredge | Other People's Money  | 1991 | M | 9 | M
Tom | Aldredge | Passion  | 1996/I | TV | 5 | M
Tom | Aldredge | Pudd'nhead Wilson  | 1984 | TV | 7 | M
Tom | Aldredge | Rain People, The  | 1969 | M | 5 | M
Tom | Aldredge | Rounders  | 1998 | M | 12 | M
Tom | Aldredge | See You in the Morning  | 1989 | M | 14 | M
Tom | Aldredge | Seize the Day  | 1986 | M | 36 | M
Tom | Aldredge | Sensibility and Sense  | 1990 | TV |  | M
Tom | Aldredge | Separate But Equal  | 1991 | TV |  | M
Tom | Aldredge | Special Friendship, A  | 1987 | TV |  | M
Tom | Aldredge | Stars Fell on Henrietta, The  | 1995 | M | 25 | M
Tom | Aldredge | Sticks and Bones  | 1973 | M |  | M
Tom | Aldredge | Storyteller, The  | 1977 | TV | 8 | M
Tom | Aldredge | Stranger in the Kingdom  | 1998 | M | 12 | M
Tom | Aldredge | Ten Blocks on the Camino Real  | 1966 | TV | 1 | M
Tom | Aldredge | Troublemaker, The  | 1964 | M | 1 | M
Tom | Aldredge | What About Bob?  | 1991 | M | 6 | M
Tom | Aldredge | Who Killed Teddy Bear  | 1965 | M | 10 | M
Tom | Aldredge | Wrigley  | 2004 | M |  | M
Tom | Aldredge | "Ryan's Hope"  | 1975 | M |  | M
Rubén A. | Aldrete | Don Juan 67  | 1967 | M |  | M
Alden | Aldrich | Perilous Journey, A  | 1953 | M |  | M
Ben | Aldrich | Disc  | 2003 | M | 14 | M
Benny | Aldrich | Alien 2 sulla Terra  | 1980 | M | 4 | M
Charles T. | Aldrich | Lady from Cheyenne, The  | 1941 | M |  | M
Charles T. | Aldrich | Magic Toy Maker, The  | 1915 | M | 2 | M
Charlie | Aldrich | Ballad of a Gunfighter  | 1964 | M | 7 | M
Craig | Aldrich | Courtyard, The  | 1995 | TV | 16 | M
Craig | Aldrich | Farewell, My Love  | 2001 | M |  | M
David (I) | Aldrich | Escape from Hell Island  | 1963 | M | 4 | M
David (II) | Aldrich | Blades  | 1989 | M |  | M
Davie | Aldrich | Star Packer, The  | 1934 | M |  | M
Donald | Aldrich | Licensed to Kill  | 1997 | M |  | M
Evan | Aldrich | Radio  | 2003 | M | 20 | M
Frank | Aldrich | Aaron Loves Angela  | 1975 | M | 16 | M
Frank | Aldrich | Happy Hooker, The  | 1975 | M | 48 | M
Fred | Aldrich | 711 Ocean Drive  | 1950 | M | 13 | M
Fred | Aldrich | Aaron Slick from Punkin Crick  | 1952 | M |  | M
Fred | Aldrich | Adventures of Bullwhip Griffin, The  | 1967 | M |  | M
Fred | Aldrich | Al Capone  | 1959 | M |  | M
Fred | Aldrich | Around the World in Eighty Days  | 1956 | M |  | M
Fred | Aldrich | Beast From 20,000 Fathoms, The  | 1953 | M |  | M
Fred | Aldrich | Big Hand for the Little Lady, A  | 1966 | M |  | M
Fred | Aldrich | Big Town  | 1947 | M |  | M
Fred | Aldrich | Big Town After Dark  | 1947 | M |  | M
Fred | Aldrich | Boss, The  | 1956 | M |  | M
Fred | Aldrich | Call Out the Marines  | 1942 | M |  | M
Fred | Aldrich | Confessions of a Nazi Spy  | 1939 | M |  | M
Fred | Aldrich | Conqueror, The  | 1956 | M |  | M
Fred | Aldrich | Conspirators, The  | 1944 | M |  | M
Fred | Aldrich | Cry Tough  | 1959 | M |  | M
Fred | Aldrich | Dark City  | 1950 | M |  | M
Fred | Aldrich | Deadline at Dawn  | 1946 | M |  | M
Fred | Aldrich | Earth vs. the Flying Saucers  | 1956 | M |  | M
Fred | Aldrich | Farmer Takes a Wife, The  | 1953 | M |  | M
Fred | Aldrich | Fighting Kentuckian, The  | 1949 | M |  | M
Fred | Aldrich | Francis Goes to the Races  | 1951 | M |  | M
Fred | Aldrich | Get-Away, The  | 1941 | M |  | M
Fred | Aldrich | Houdini  | 1953 | M |  | M
Fred | Aldrich | House of Strangers  | 1949 | M |  | M
Fred | Aldrich | I'll Be Seeing You  | 1945 | M |  | M
Fred | Aldrich | In Fast Company  | 1946 | M |  | M
Fred | Aldrich | Joe Palooka, Champ  | 1946 | M |  | M
Fred | Aldrich | Journey Into Light  | 1951 | M | 28 | M
Fred | Aldrich | Last Hurrah, The  | 1958 | M |  | M
Fred | Aldrich | Letter for Evie, A  | 1946 | M |  | M
Fred | Aldrich | Lost in Alaska  | 1952 | M |  | M
Fred | Aldrich | M  | 1951 | M |  | M
Fred | Aldrich | Man in the Dark  | 1953 | M |  | M
Fred | Aldrich | Mrs. Mike  | 1949 | M | 12 | M
Fred | Aldrich | Mutiny  | 1952 | M |  | M
Fred | Aldrich | Oklahoman, The  | 1957 | M |  | M
Fred | Aldrich | Once Upon a Honeymoon  | 1942 | M |  | M
Fred | Aldrich | Pardon My Stripes  | 1942 | M |  | M
Fred | Aldrich | Picture of Dorian Gray, The  | 1945 | M |  | M
Fred | Aldrich | Pretty Baby  | 1950 | M |  | M
Fred | Aldrich | Rails Into Laramie  | 1954 | M |  | M
Fred | Aldrich | Scared Stiff  | 1953 | M |  | M
Fred | Aldrich | Somewhere in the Night  | 1946 | M |  | M
Fred | Aldrich | Son of Sinbad  | 1955 | M |  | M
Fred | Aldrich | Strange Woman, The  | 1946 | M |  | M
Fred | Aldrich | Texas  | 1941 | M |  | M
Fred | Aldrich | Traveling Saleswoman  | 1950 | M |  | M
Fred | Aldrich | Tycoon  | 1947 | M |  | M
Fred | Aldrich | Undercover Maisie  | 1947 | M |  | M
Fred | Aldrich | Unknown Man, The  | 1951/I | M |  | M
Fred | Aldrich | Up in Arms  | 1944 | M |  | M
Fred | Aldrich | Wanderer of the Wasteland  | 1945 | M |  | M
Fred | Aldrich | When Strangers Marry  | 1944 | M |  | M
Fred | Aldrich | Woman in Hiding  | 1950 | M |  | M
Fred | Aldrich | Woman They Almost Lynched, The  | 1953 | M |  | M
Fred | Aldrich | Wyoming Mail  | 1950 | M |  | M
Fred | Aldrich | Young Ideas  | 1943 | M |  | M
Fred | Aldrich | Young Savages, The  | 1961 | M |  | M
Fred | Aldrich | Zotz!  | 1962 | M |  | M
Henry (II) | Aldrich | Brand Blotters  | 1915 | M | 3 | M
Henry (II) | Aldrich | Fool's Heart, The  | 1915 | M | 8 | M
Henry (II) | Aldrich | Man From the West, The  | 1914 | M |  | M
Henry (II) | Aldrich | Man Who Came Back, The  | 1914 | M | 3 | M
Henry (II) | Aldrich | Pedro's Treachery  | 1913 | M | 5 | M
Henry (II) | Aldrich | Shadows of the Harbor  | 1915 | M | 3 | M
Henry (II) | Aldrich | Sheriff of Red Rock Gulch, The  | 1915 | M | 5 | M
Henry (II) | Aldrich | Temporal Death  | 1913 | M |  | M
Henry (II) | Aldrich | Within an Inch of His Life  | 1914 | M | 3 | M
John | Aldrich | Wild beasts - Belve feroci  | 1984 | M | 2 | M
Keith | Aldrich | Deadly Mantis, The  | 1957 | M |  | M
Keith | Aldrich | Deadly Mantis, The  | 1966 | M |  | M
Kelly | Aldrich | Hush... Hush, Sweet Charlotte  | 1964 | M | 19 | M
Mark | Aldrich | Gods and Generals  | 2003 | M | 2 | M
Matthew | Aldrich | My Sweet Suicide  | 1999 | M |  | M
Nathan Dana | Aldrich | Mosaic  | 1998 | a | 2 | M
Nathan Dana | Aldrich | Suicide Kings  | 1997 | a | 8 | M
Nelson | Aldrich | Alma pura, Un  | 1965 | M | 13 | M
Robert | Aldrich | Big Night, The  | 1951 | M |  | M
Robert | Aldrich | Joan Crawford: The Ultimate Movie Star  | 2002 | TV |  | M
Robert | Aldrich | Lionpower From MGM  | 1967 | M |  | M
Robert | Aldrich | Operation Dirty Dozen  | 1967 | M |  | M
Tristan | Aldrich | "Edwardian Country House, The"  | 2002 | mini | 14 | M
William | Aldrich | Flight of the Phoenix, The  | 1965 | M | 14 | M
William | Aldrich | Hush... Hush, Sweet Charlotte  | 1964 | M | 20 | M
William | Aldrich | Legend of Lylah Clare, The  | 1968 | M |  | M
William | Aldrich | What Ever Happened to Baby Jane?  | 1962 | M | 12 | M
William E. | Aldrich | Purple Dawn  | 1923 | M | 2 | M
Alan (II) | Aldridge | Julius Caesar  | 1938 | TV |  | M
Alan (II) | Aldridge | Lady Precious Stream  | 1938 | TV | 20 | M
Alan (II) | Aldridge | Tonite Let's All Make Love in London  | 1967 | M |  | M
Alfred | Aldridge | It Can Be Done  | 1921 | M | 6 | M
Andre | Aldridge | "SportsCenter"  | 1979 | M |  | M
Barry | Aldridge | DNZ: The Real Middle Earth  | 2004 | TV | 13 | M
Bobby | Aldridge | Buffy the Vampire Slayer  | 1992 | M | 29 | M
Charles W. | Aldridge | Guns of a Stranger  | 1973 | a | 8 | M
Christian | Aldridge | Special Day  | 2001 | M | 3 | M
David (I) | Aldridge | "Pardon the Interruption"  | 2002 | M |  | M
David (II) | Aldridge | Caged Hearts  | 1995 | M | 54 | M
David (II) | Aldridge | I Was a Doctor Who Monster  | 1996 | V |  | M
David (III) | Aldridge | Love and Testosterone  | 2003 | M | 6 | M
Eddie | Aldridge | Devil's Advocate, The  | 1997 | M | 23 | M
Geoff | Aldridge | Young Einstein  | 1988 | M | 45 | M
Hunter | Aldridge | Chosen  | 2004/I | M |  | M
Jeremy | Aldridge | Horror 102: Endgame  | 2004 | V |  | M
Jeremy | Aldridge | StarGeeks  | 1999 | M |  | M
Jess | Aldridge | Big Town Ideas  | 1921 | M | 13 | M
Jim | Aldridge | After Alice  | 1999 | M | 21 | M
Jim | Aldridge | Charms for the Easy Life  | 2002 | TV | 23 | M
Jim | Aldridge | Matthew Shepard Story, The  | 2002 | TV |  | M
Jim | Aldridge | Owning Mahowny  | 2003 | M | 26 | M
Ken | Aldridge | Slice 'N Dice  | 2003 | V | 9 | M
Mark (II) | Aldridge | "Soccer AM"  | 1992 | M | 6 | M
Michael | Aldridge | Big Day at Dream Acres  | 1987 | TV |  | M
Michael | Aldridge | Biko Inquest, The  | 1984 | TV |  | M
Michael | Aldridge | Bon Voyage  | 1985 | TV |  | M
Michael | Aldridge | Bullshot  | 1983 | M | 7 | M
Michael | Aldridge | Campanadas a medianoche  | 1965 | M | 7 | M
Michael | Aldridge | Clockwise  | 1986 | M | 34 | M
Michael | Aldridge | Donati Conspiracy, The  | 1973 | TV | 1 | M
Michael | Aldridge | Explorer, The  | 1955 | TV |  | M
Michael | Aldridge | Follow Me!  | 1972 | M | 7 | M
Michael | Aldridge | Footlight Frenzy  | 1984 | M |  | M
Michael | Aldridge | Life for Ruth  | 1962 | M | 12 | M
Michael | Aldridge | Lion, the Witch, & the Wardrobe, The  | 1988 | TV |  | M
Michael | Aldridge | Malice Aforethought  | 1979 | TV | 9 | M
Michael | Aldridge | Murder by the Book  | 1986 | TV | 4 | M
Michael | Aldridge | Murder in the Cathedral  | 1952 | M | 13 | M
Michael | Aldridge | Nothing Venture  | 1948 | M |  | M
Michael | Aldridge | Sense and Sensibility  | 1971 | TV |  | M
Michael | Aldridge | Shanghai Surprise  | 1986 | M | 11 | M
Michael | Aldridge | Shetlandsgjengen  | 1954 | M | 17 | M
Michael | Aldridge | Turtle Diary  | 1985 | M | 10 | M
Michael | Aldridge | Uncle of the Bride  | 1985 | TV |  | M
Michael | Aldridge | Under the Hammer  | 1984 | TV |  | M
Michael | Aldridge | Voyage Round My Father, A  | 1982 | TV | 5 | M
Michael | Aldridge | Wilfred and Eileen  | 1981 | TV |  | M
Michael | Aldridge | "Barchester Chronicles, The"  | 1982 | mini | 24 | M
Michael | Aldridge | "Charlie"  | 1984 | mini | 3 | M
Michael | Aldridge | "Charters & Caldicott"  | 1985 | mini | 2 | M
Michael | Aldridge | "December Rose, The"  | 1986 | mini |  | M
Michael | Aldridge | "Fall of Eagles"  | 1974 | mini |  | M
Michael | Aldridge | "Fellows, The"  | 1967 | M | 2 | M
Michael | Aldridge | "Franchise Affair, The"  | 1962 | M |  | M
Michael | Aldridge | "Game, Set, and Match"  | 1988 | M | 9 | M
Michael | Aldridge | "Happy and Glorious"  | 1952 | M | 2 | M
Michael | Aldridge | "Last of the Summer Wine"  | 1973 | M | 1 | M
Michael | Aldridge | "Little Women"  | 1958 | M | 7 | M
Michael | Aldridge | "Love for Lydia"  | 1977 | mini | 1 | M
Michael | Aldridge | "Love in a Cold Climate"  | 1980 | mini |  | M
Michael | Aldridge | "Man in Room 17, The"  | 1965 | M |  | M
Michael | Aldridge | "Mussolini: The Untold Story"  | 1985 | mini |  | M
Michael | Aldridge | "Raven"  | 1977 | mini |  | M
Michael | Aldridge | "Reilly: The Ace of Spies"  | 1983 | mini | 18 | M
Michael | Aldridge | "Spyship"  | 1983 | mini | 14 | M
Michael | Aldridge | "Stanley and the Women"  | 1991 | mini |  | M
Michael | Aldridge | "Tinker, Tailor, Soldier, Spy"  | 1979 | mini | 8 | M
Michael | Aldridge | "World of Tim Frazer, The"  | 1960 | M |  | M
Ron | Aldridge | Fool's Gold: The Story of the Brink's-Mat Robbery  | 1992 | TV | 10 | M
Ron | Aldridge | "Nelson's Column"  | 1994 | M |  | M
